Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,unknown,1,,type,1,,
Data,0,file_id,serial_number,"3890480751",,time_created,"966441600",,manufacturer,"1",,garmin_product,"1837",,number,"125",,unknown,"0",,type,"32",,
Definition,0,device_info,timestamp,1,,serial_number,1,,manufacturer,1,,product,1,,software_version,1,,battery_voltage,1,,hardware_version,1,,battery_status,1,,unknown,1,,
Data,0,device_info,timestamp,"966465240",s,serial_number,"3890480751",,manufacturer,"0",,product,"1837",,software_version,"4.7",,battery_voltage,"5.58203125",V,hardware_version,"1",,battery_status,"4",,unknown,"1",,
Definition,1,monitoring,timestamp,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,,,,,,,
Definition,2,monitoring,timestamp_16,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,,,,
Definition,3,monitoring,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,,,,
Definition,4,monitoring,cycles,1,,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,
Definition,5,monitoring,cycles,1,,active_calories,1,,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,
Definition,6,event,timestamp,1,,data16,1,,event,1,,event_type,1,,,,,,,,,,,,,,,,,
Definition,0,monitoring_info,timestamp,1,,local_timestamp,1,,cycles_to_distance,2,,cycles_to_calories,2,,unknown,2,,resting_metabolic_rate,1,,activity_type,2,,,,,,,,
Data,0,monitoring_info,timestamp,"966441600",s,local_timestamp,"966470400",s,cycles_to_distance,"1.336|1.8704",m/cycle,cycles_to_calories,"0.037|0.109",kcal/cycle,unknown,"8435|8435",,resting_metabolic_rate,"1712",kcal / day,activity_type,"6|1",,,,,,,,
Data,3,monitoring,timestamp_16,"47745",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441601",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966441601",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"47775",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441631",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966441631",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47776",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"47778",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441634",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47793",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47808",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47823",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47838",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47853",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47869",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47884",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"47899",s,heart_rate,"73",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"47903",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441759",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"47933",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441789",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966441789",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"47963",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441819",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966441819",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"47993",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441849",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966441849",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"48023",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441879",s,data16,"3",,event,"47",,event_type,"254",,comm_timeout,"3",,,,,,,,,,,,,,
Data,6,event,timestamp,"966441879",s,data16,"4",,event,"47",,event_type,"2",,comm_timeout,"4",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48024",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"48042",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966441898",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"48044",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48058",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48073",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48088",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48103",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48119",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48134",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48149",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48165",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48180",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48195",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48210",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48226",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48241",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48256",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48271",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48287",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48302",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48317",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48332",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48348",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48363",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48378",s,heart_rate,"68",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"141",steps,timestamp_16,"48391",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442247",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"165",steps,timestamp_16,"48402",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442258",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"48404",s,current_activity_type_intensity,"232",,activity_type,"8",,intensity,"7.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48408",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48423",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48438",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48453",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48470",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48485",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48500",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48515",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48534",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48549",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48592",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48607",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48622",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"480",steps,timestamp_16,"48644",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48649",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"495",steps,timestamp_16,"48654",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442510",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"519",steps,timestamp_16,"48684",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442540",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442540",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"48714",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966442570",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442570",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"48715",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966442571",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48730",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48734",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48749",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48770",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48785",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48800",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48826",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48841",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"699",steps,timestamp_16,"48844",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442700",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"704",steps,timestamp_16,"48846",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442702",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48860",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48887",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48902",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48917",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48946",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48961",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"880",steps,timestamp_16,"48981",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442837",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"884",steps,timestamp_16,"48983",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442839",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"48990",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"904",steps,timestamp_16,"49000",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442856",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"916",steps,timestamp_16,"49008",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442864",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49021",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49036",s,heart_rate,"66",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"979",steps,timestamp_16,"49055",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442911",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1022",steps,timestamp_16,"49085",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442941",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442941",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49115",s,current_activity_type_intensity,"232",,activity_type,"8",,intensity,"7.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966442971",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966442971",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49145",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443001",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443001",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49175",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443031",s,data16,"3",,event,"47",,event_type,"254",,comm_timeout,"3",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443031",s,data16,"4",,event,"47",,event_type,"2",,comm_timeout,"4",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49184",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49205",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443061",s,data16,"4",,event,"47",,event_type,"254",,comm_timeout,"4",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443061",s,data16,"5",,event,"47",,event_type,"2",,comm_timeout,"5",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49235",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443091",s,data16,"5",,event,"47",,event_type,"254",,comm_timeout,"5",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443091",s,data16,"6",,event,"47",,event_type,"2",,comm_timeout,"6",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49265",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443121",s,data16,"6",,event,"47",,event_type,"254",,comm_timeout,"6",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443121",s,data16,"7",,event,"47",,event_type,"5",,comm_timeout,"7",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443121",s,data16,"1246",,event,"47",,event_type,"250",,comm_timeout,"1246",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443121",s,data16,"153",,event,"47",,event_type,"251",,comm_timeout,"153",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49364",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1037",steps,timestamp_16,"49374",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443230",s,data16,"0",,event,"47",,event_type,"0",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443230",s,data16,"0",,event,"47",,event_type,"1",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443230",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49389",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49404",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49426",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49441",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49456",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49471",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49491",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49506",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49521",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49536",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1208",steps,timestamp_16,"49544",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49559",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49574",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1258",steps,timestamp_16,"49591",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443447",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49592",s,current_activity_type_intensity,"232",,activity_type,"8",,intensity,"7.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443448",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49606",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49621",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49636",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1298",steps,timestamp_16,"49654",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443510",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1306",steps,timestamp_16,"49664",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49668",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443524",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49672",s,heart_rate,"70",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49687",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49702",s,heart_rate,"70",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49717",s,heart_rate,"70",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1315",steps,timestamp_16,"49724",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49734",s,heart_rate,"70",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49745",s,heart_rate,"63",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49748",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49763",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49784",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49787",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49802",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49817",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49832",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49854",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49869",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"49884",s,heart_rate,"58",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1471",steps,timestamp_16,"49903",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443759",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49904",s,current_activity_type_intensity,"232",,activity_type,"8",,intensity,"7.0",,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"1493",steps,timestamp_16,"49933",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443789",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443789",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"49934",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966443790",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1510",steps,timestamp_16,"49953",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443809",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,4,monitoring,steps,"1515",steps,timestamp_16,"49955",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966443811",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
